station_code,monitor_time,aqi,pm25,pm10,so2,no2,co,o3
4406A,2026-02-15 05:00:00,195,114.05,149.55,28.98,28.08,1.61,65.7
4407A,2026-02-15 05:00:00,175,95.57,154.3,15.1,45.9,0.66,52.09
4408A,2026-02-15 05:00:00,37,22.18,16.33,17.54,26.71,0.72,80.95
4409A,2026-02-15 05:00:00,104,61.48,78.39,7.05,49.69,2.39,25.42
4401B,2026-02-15 05:00:00,65,43.3,37.33,14.01,48.85,1.19,94.33
4402B,2026-02-15 05:00:00,136,89.31,93.85,7.54,36.58,1.91,102.9
4403B,2026-02-15 05:00:00,117,61.28,88.98,20.87,38.53,1.99,45.76
4404B,2026-02-15 05:00:00,63,39.11,50.82,7.3,23.5,1.68,108.98
4405B,2026-02-15 05:00:00,41,17.36,22.56,29.17,28.95,0.71,74.14
4406B,2026-02-15 05:00:00,144,79.73,125.35,18.53,23.71,2.29,54.0
5101A,2026-02-15 05:00:00,160,97.25,118.54,21.88,44.49,1.21,66.81
5102A,2026-02-15 05:00:00,41,24.9,39.4,19.66,19.7,0.98,92.74
5103A,2026-02-15 05:00:00,73,37.99,56.83,13.8,42.56,1.85,107.31
5104A,2026-02-15 05:00:00,52,40.86,29.67,12.38,23.63,1.77,77.42
5105A,2026-02-15 05:00:00,82,39.43,71.84,25.92,32.2,1.74,70.05
5106A,2026-02-15 05:00:00,194,122.15,162.86,5.2,23.42,1.6,105.76
5107A,2026-02-15 05:00:00,39,21.14,17.32,12.51,24.21,1.12,64.12
1101A,2026-02-15 06:00:00,172,107.17,140.76,12.19,37.24,1.56,28.45
1102A,2026-02-15 06:00:00,181,106.68,150.14,24.83,25.59,1.5,71.53
1103A,2026-02-15 06:00:00,197,112.16,171.6,8.68,31.74,1.87,88.97
1104A,2026-02-15 06:00:00,83,47.21,68.92,21.36,49.29,1.38,112.61
1105A,2026-02-15 06:00:00,123,78.81,106.11,13.91,20.45,1.19,58.45
1106A,2026-02-15 06:00:00,143,94.8,110.37,11.99,40.74,1.91,64.48
1107A,2026-02-15 06:00:00,120,66.79,103.69,13.17,37.39,0.61,110.04
1108A,2026-02-15 06:00:00,48,19.5,31.13,21.77,43.96,0.75,84.16
1109A,2026-02-15 06:00:00,77,51.28,57.92,25.5,32.42,2.09,60.41
1201A,2026-02-15 06:00:00,140,78.8,119.19,7.42,44.74,0.51,91.45
1202A,2026-02-15 06:00:00,189,105.38,139.88,18.06,35.52,0.82,47.0
1203A,2026-02-15 06:00:00,136,73.05,95.62,18.01,23.64,0.92,34.72
1204A,2026-02-15 06:00:00,190,120.36,149.76,8.54,34.05,2.3,34.39
4401A,2026-02-15 06:00:00,127,72.25,109.66,19.18,26.14,2.32,60.79
4402A,2026-02-15 06:00:00,124,75.85,85.25,27.43,15.02,1.83,86.35
4403A,2026-02-15 06:00:00,106,62.84,81.74,16.79,44.46,1.18,54.28
4404A,2026-02-15 06:00:00,162,94.52,131.67,28.82,34.12,1.75,105.99
4405A,2026-02-15 06:00:00,77,48.19,72.1,9.47,22.57,0.6,61.13
4406A,2026-02-15 06:00:00,67,44.17,58.42,6.82,41.86,2.06,119.51
4407A,2026-02-15 06:00:00,197,121.52,157.14,22.23,25.81,0.85,100.04
4408A,2026-02-15 06:00:00,50,29.09,33.1,26.17,47.01,0.67,35.76
4409A,2026-02-15 06:00:00,149,97.72,134.01,27.81,44.02,0.63,72.51
4401B,2026-02-15 06:00:00,85,43.18,80.6,18.96,30.41,0.78,50.1
4402B,2026-02-15 06:00:00,106,70.74,80.17,9.37,34.75,1.34,102.17
4403B,2026-02-15 06:00:00,133,80.9,112.34,27.98,32.45,1.71,76.17
4404B,2026-02-15 06:00:00,80,38.65,75.92,17.83,26.57,1.01,108.47
4405B,2026-02-15 06:00:00,80,49.5,57.29,23.69,30.51,1.37,92.53
4406B,2026-02-15 06:00:00,147,85.57,124.85,25.82,20.66,2.2,104.65
5101A,2026-02-15 06:00:00,196,112.6,159.54,16.66,39.99,1.26,114.25
5102A,2026-02-15 06:00:00,197,113.67,145.49,6.82,44.04,2.4,71.78
5103A,2026-02-15 06:00:00,106,55.06,94.32,19.24,36.99,1.31,43.15
5104A,2026-02-15 06:00:00,163,97.72,130.15,10.99,30.69,1.7,20.28
5105A,2026-02-15 06:00:00,155,94.77,117.56,19.56,46.64,1.9,37.37
5106A,2026-02-15 06:00:00,50,39.6,50.18,23.57,20.57,2.31,79.54
5107A,2026-02-15 06:00:00,135,78.94,109.32,26.85,33.38,2.37,51.35
1101A,2026-02-15 07:00:00,128,80.8,87.53,19.76,40.8,0.88,64.17
1102A,2026-02-15 07:00:00,35,21.53,28.36,21.71,46.59,1.58,111.28
1103A,2026-02-15 07:00:00,89,60.52,67.55,24.25,38.87,0.54,71.79
1104A,2026-02-15 07:00:00,86,56.09,75.65,24.18,48.25,2.3,98.53
1105A,2026-02-15 07:00:00,41,24.24,45.26,8.5,25.53,1.92,40.41
1106A,2026-02-15 07:00:00,82,44.05,54.52,22.24,16.76,0.81,24.98
1107A,2026-02-15 07:00:00,198,124.96,146.15,25.65,31.89,0.86,96.02
1108A,2026-02-15 07:00:00,206,128.63,152.28,5.94,44.8,1.44,51.31
1109A,2026-02-15 07:00:00,176,96.74,150.06,10.56,21.91,0.86,36.98
1201A,2026-02-15 07:00:00,148,92.47,114.65,14.98,17.38,0.64,113.87
1202A,2026-02-15 07:00:00,103,55.54,79.8,6.12,45.82,1.17,57.09
1203A,2026-02-15 07:00:00,136,85.39,111.54,5.81,15.45,0.54,29.66
1204A,2026-02-15 07:00:00,104,60.33,73.37,13.59,32.33,0.55,74.03
4401A,2026-02-15 07:00:00,210,121.83,174.72,28.94,43.35,2.0,30.38
4402A,2026-02-15 07:00:00,104,55.23,86.32,19.26,27.63,1.27,98.9
4403A,2026-02-15 07:00:00,163,92.89,115.75,15.34,16.61,2.17,51.15
4404A,2026-02-15 07:00:00,185,109.1,154.74,24.36,35.03,1.25,38.98
4405A,2026-02-15 07:00:00,110,63.59,78.77,29.71,34.79,1.97,63.44
4406A,2026-02-15 07:00:00,143,91.61,106.78,5.65,24.46,1.89,45.51
4407A,2026-02-15 07:00:00,66,38.06,44.36,20.3,43.7,1.04,42.95
4408A,2026-02-15 07:00:00,129,83.1,95.48,17.23,32.32,0.69,38.23
4409A,2026-02-15 07:00:00,170,96.46,145.08,12.99,17.01,2.14,94.88
4401B,2026-02-15 07:00:00,168,91.5,140.74,11.44,19.36,1.09,114.11
4402B,2026-02-15 07:00:00,63,40.61,46.05,18.21,49.04,2.06,91.78
4403B,2026-02-15 07:00:00,206,115.24,151.43,17.9,30.4,0.91,41.74
4404B,2026-02-15 07:00:00,135,78.4,101.44,16.58,22.99,2.19,29.95
4405B,2026-02-15 07:00:00,182,113.38,147.66,12.71,19.95,1.48,104.02
4406B,2026-02-15 07:00:00,152,93.2,136.37,22.14,17.8,1.84,115.18
5101A,2026-02-15 07:00:00,109,65.11,94.04,17.5,16.84,2.08,69.18
5102A,2026-02-15 07:00:00,135,77.78,114.04,15.91,34.87,0.58,118.39
5103A,2026-02-15 07:00:00,152,94.9,107.07,9.03,48.81,1.53,36.47
5104A,2026-02-15 07:00:00,151,85.07,125.7,13.97,20.79,1.78,65.1
5105A,2026-02-15 07:00:00,146,85.98,116.5,14.05,26.62,0.98,119.32
5106A,2026-02-15 07:00:00,198,128.08,165.57,29.87,31.7,1.19,40.78
5107A,2026-02-15 07:00:00,163,103.6,139.99,28.74,31.66,0.97,21.55
1101A,2026-02-15 08:00:00,51,21.4,42.94,16.06,45.64,1.83,54.82
1102A,2026-02-15 08:00:00,183,116.87,150.13,19.8,39.63,1.77,63.44
1103A,2026-02-15 08:00:00,50,34.2,41.02,26.32,29.49,0.57,55.77
1104A,2026-02-15 08:00:00,85,49.87,60.35,19.64,44.22,1.2,49.91
1105A,2026-02-15 08:00:00,178,106.61,137.04,12.53,45.78,0.57,40.88
1106A,2026-02-15 08:00:00,38,14.65,33.49,16.34,39.26,2.41,113.84
1107A,2026-02-15 08:00:00,176,111.06,128.46,18.44,18.6,1.6,54.79
1108A,2026-02-15 08:00:00,139,77.38,105.21,13.25,29.0,1.36,83.67
1109A,2026-02-15 08:00:00,193,119.72,149.34,17.51,18.58,2.28,39.12
1201A,2026-02-15 08:00:00,82,52.76,79.29,24.22,35.92,0.56,82.59
1202A,2026-02-15 08:00:00,115,70.4,87.94,23.9,21.86,1.51,55.48
1203A,2026-02-15 08:00:00,86,46.86,65.51,11.24,48.24,0.95,25.36
1204A,2026-02-15 08:00:00,162,99.43,124.7,23.36,39.68,1.22,21.16
4401A,2026-02-15 08:00:00,170,100.52,137.79,16.65,15.55,1.72,44.46
4402A,2026-02-15 08:00:00,105,71.61,80.72,26.65,35.87,1.38,26.55
4403A,2026-02-15 08:00:00,166,102.11,145.24,22.03,24.04,2.23,114.25
4404A,2026-02-15 08:00:00,128,80.2,105.35,22.53,44.07,2.24,81.69
4405A,2026-02-15 08:00:00,147,97.65,123.64,20.28,38.97,1.87,22.69
4406A,2026-02-15 08:00:00,81,39.38,59.85,14.2,35.28,1.12,27.41
4407A,2026-02-15 08:00:00,80,56.2,69.45,17.45,16.01,2.0,83.48
4408A,2026-02-15 08:00:00,181,117.58,132.42,20.23,28.53,1.97,91.65
4409A,2026-02-15 08:00:00,200,113.48,166.07,12.39,17.33,2.14,119.67
4401B,2026-02-15 08:00:00,98,68.01,73.27,5.12,15.44,1.84,71.19
4402B,2026-02-15 08:00:00,159,93.71,140.78,6.18,23.81,1.35,103.71
4403B,2026-02-15 08:00:00,80,49.19,66.95,27.88,47.41,1.46,69.49
4404B,2026-02-15 08:00:00,106,55.99,72.74,22.88,35.89,1.47,27.51
4405B,2026-02-15 08:00:00,206,118.82,159.87,23.89,19.49,1.37,64.39
4406B,2026-02-15 08:00:00,51,21.46,53.53,9.65,26.4,1.4,103.72
5101A,2026-02-15 08:00:00,150,82.99,112.46,22.87,22.68,0.59,47.68
5102A,2026-02-15 08:00:00,182,113.07,145.49,11.15,33.76,1.23,82.63
5103A,2026-02-15 08:00:00,118,79.05,108.08,26.16,29.43,1.76,34.29
5104A,2026-02-15 08:00:00,103,56.92,94.72,12.14,28.18,1.19,27.48
5105A,2026-02-15 08:00:00,70,49.79,44.77,8.21,22.47,1.72,74.81
5106A,2026-02-15 08:00:00,45,34.16,30.43,15.0,23.08,2.45,86.9
5107A,2026-02-15 08:00:00,54,23.87,31.77,21.99,17.87,0.94,35.79
1101A,2026-02-15 09:00:00,101,65.27,71.13,10.71,28.92,0.64,92.59
1102A,2026-02-15 09:00:00,117,63.93,87.51,18.64,49.88,1.84,93.69
1103A,2026-02-15 09:00:00,85,54.21,72.01,15.44,35.14,1.81,113.35
1104A,2026-02-15 09:00:00,215,127.78,183.62,27.48,25.98,1.82,34.43
1105A,2026-02-15 09:00:00,151,92.63,128.85,5.07,29.37,2.24,38.13
1106A,2026-02-15 09:00:00,39,25.75,16.53,10.18,43.91,1.82,70.17
1107A,2026-02-15 09:00:00,138,77.3,123.8,21.96,45.73,0.91,111.93
1108A,2026-02-15 09:00:00,56,31.01,35.19,19.42,39.15,2.03,90.97
1109A,2026-02-15 09:00:00,171,94.07,130.04,20.9,19.47,1.07,35.88
1201A,2026-02-15 09:00:00,128,71.59,90.78,7.17,24.19,1.95,106.99
1202A,2026-02-15 09:00:00,189,116.27,140.09,26.01,28.53,2.27,84.23
1203A,2026-02-15 09:00:00,56,23.64,39.44,26.27,21.34,1.81,97.1
1204A,2026-02-15 09:00:00,149,97.78,104.47,11.47,47.03,2.25,54.84
4401A,2026-02-15 09:00:00,36,15.43,41.19,25.02,31.37,2.46,46.19
4402A,2026-02-15 09:00:00,82,46.39,77.33,12.05,47.3,2.22,31.56
4403A,2026-02-15 09:00:00,145,96.66,109.57,28.7,15.57,0.94,28.0
4404A,2026-02-15 09:00:00,173,109.36,129.8,20.45,21.92,1.55,119.41
4405A,2026-02-15 09:00:00,181,99.58,153.53,15.36,45.9,0.73,50.69
4406A,2026-02-15 09:00:00,90,51.11,80.7,9.37,37.05,1.68,72.93
4407A,2026-02-15 09:00:00,207,124.68,176.29,29.31,35.58,2.3,95.94
4408A,2026-02-15 09:00:00,219,124.65,162.38,22.2,17.94,1.91,29.78
4409A,2026-02-15 09:00:00,158,86.55,115.3,6.37,18.36,0.55,115.45
4401B,2026-02-15 09:00:00,154,89.51,108.24,22.57,28.74,2.08,82.34
4402B,2026-02-15 09:00:00,39,17.45,39.37,17.75,23.27,1.0,115.96
4403B,2026-02-15 09:00:00,58,28.09,38.35,8.99,30.5,1.83,109.77
4404B,2026-02-15 09:00:00,132,81.55,91.42,5.6,27.02,2.21,93.04
4405B,2026-02-15 09:00:00,188,107.01,138.81,15.34,43.67,0.79,63.3
4406B,2026-02-15 09:00:00,150,92.83,131.84,25.51,19.78,1.31,49.58
5101A,2026-02-15 09:00:00,106,57.35,86.92,9.57,39.01,0.87,85.88
5102A,2026-02-15 09:00:00,82,47.61,57.95,26.8,43.23,1.95,28.78
5103A,2026-02-15 09:00:00,172,94.81,139.65,13.46,44.78,0.87,109.34
5104A,2026-02-15 09:00:00,112,71.77,100.93,27.1,30.5,1.31,79.76
5105A,2026-02-15 09:00:00,208,121.34,157.7,15.5,21.25,1.99,113.24
5106A,2026-02-15 09:00:00,139,85.86,97.02,23.92,49.52,1.7,71.21
5107A,2026-02-15 09:00:00,109,73.45,96.02,12.6,20.65,2.18,28.12
1101A,2026-02-15 10:00:00,81,39.09,64.49,21.62,30.18,1.95,50.89
1102A,2026-02-15 10:00:00,82,44.84,71.47,22.62,31.38,0.96,26.01
1103A,2026-02-15 10:00:00,75,42.07,49.78,22.98,45.89,1.8,119.32
1104A,2026-02-15 10:00:00,132,85.47,93.85,7.51,28.95,0.55,63.63
1105A,2026-02-15 10:00:00,162,101.53,119.81,5.35,17.44,2.03,44.65
1106A,2026-02-15 10:00:00,55,24.78,44.97,9.62,19.07,1.87,77.94
1107A,2026-02-15 10:00:00,186,105.3,141.91,10.43,49.59,0.85,111.81
1108A,2026-02-15 10:00:00,130,71.68,111.89,7.21,42.84,0.58,92.73
1109A,2026-02-15 10:00:00,62,39.73,45.28,7.47,47.18,2.47,61.57
1201A,2026-02-15 10:00:00,168,101.42,119.92,27.16,16.35,0.62,84.53
1202A,2026-02-15 10:00:00,175,106.95,141.75,24.41,15.42,1.35,27.16
1203A,2026-02-15 10:00:00,142,94.58,102.64,26.92,31.83,1.0,36.15
1204A,2026-02-15 10:00:00,158,90.38,135.53,26.39,34.17,2.0,57.48
4401A,2026-02-15 10:00:00,72,38.52,55.08,11.64,32.6,1.04,116.69
4402A,2026-02-15 10:00:00,56,37.74,49.29,18.21,23.5,1.63,55.24
4403A,2026-02-15 10:00:00,115,68.38,91.01,16.35,41.47,2.39,24.37
4404A,2026-02-15 10:00:00,52,25.0,49.42,8.69,49.49,0.72,36.84
4405A,2026-02-15 10:00:00,87,54.17,82.34,21.75,34.15,1.28,40.12
4406A,2026-02-15 10:00:00,147,96.63,106.48,13.22,44.69,2.18,62.23
4407A,2026-02-15 10:00:00,198,120.59,159.32,27.83,18.57,1.09,31.48
4408A,2026-02-15 10:00:00,78,55.65,67.08,26.29,22.74,2.29,65.45
4409A,2026-02-15 10:00:00,188,110.48,153.73,17.48,47.21,1.11,76.47
4401B,2026-02-15 10:00:00,107,67.64,77.68,6.78,28.24,1.47,91.8
4402B,2026-02-15 10:00:00,42,32.82,30.04,20.49,27.46,0.81,108.55
4403B,2026-02-15 10:00:00,132,86.29,91.04,22.93,46.65,1.32,98.4
4404B,2026-02-15 10:00:00,223,126.95,182.49,26.29,47.67,1.36,83.75
4405B,2026-02-15 10:00:00,70,45.49,52.8,11.73,25.11,2.12,39.37
4406B,2026-02-15 10:00:00,98,62.01,85.46,16.59,29.05,2.22,60.88
5101A,2026-02-15 10:00:00,88,46.92,58.73,22.75,29.87,0.63,77.62
5102A,2026-02-15 10:00:00,86,56.87,63.93,26.85,26.45,1.72,52.33
5103A,2026-02-15 10:00:00,205,115.05,149.43,28.82,37.37,1.45,45.59
5104A,2026-02-15 10:00:00,211,131.42,175.92,19.78,42.03,1.52,58.75
5105A,2026-02-15 10:00:00,211,124.82,156.71,17.34,38.27,2.22,90.73
5106A,2026-02-15 10:00:00,47,21.33,28.78,7.33,41.1,0.75,25.79
5107A,2026-02-15 10:00:00,88,55.59,69.58,26.5,38.34,0.52,51.18
1101A,2026-02-15 11:00:00,156,84.84,127.9,28.29,40.96,0.53,24.25
1102A,2026-02-15 11:00:00,195,113.21,164.17,24.65,23.52,1.35,107.71
1103A,2026-02-15 11:00:00,110,58.77,95.66,26.81,15.14,1.39,36.04
1104A,2026-02-15 11:00:00,204,125.5,152.54,10.77,15.08,1.26,86.79
1105A,2026-02-15 11:00:00,103,61.65,89.82,21.3,41.54,1.27,116.38
1106A,2026-02-15 11:00:00,147,91.05,104.54,15.55,18.66,0.66,22.61
1107A,2026-02-15 11:00:00,196,126.42,159.04,11.38,19.93,1.06,65.71
1108A,2026-02-15 11:00:00,202,124.59,161.85,13.99,42.23,0.6,45.22
1109A,2026-02-15 11:00:00,140,79.56,102.03,17.44,18.35,2.46,92.45
1201A,2026-02-15 11:00:00,200,121.78,166.54,5.19,35.71,2.43,25.96
1202A,2026-02-15 11:00:00,57,32.93,59.02,13.62,16.8,2.14,103.51
1203A,2026-02-15 11:00:00,225,127.52,184.02,20.12,19.0,2.43,83.21
1204A,2026-02-15 11:00:00,110,74.21,101.28,12.32,40.02,2.2,106.75
4401A,2026-02-15 11:00:00,127,78.22,112.25,24.72,29.32,0.62,97.97
4402A,2026-02-15 11:00:00,193,116.4,146.14,27.14,24.27,1.96,99.48
4403A,2026-02-15 11:00:00,127,71.35,113.4,16.68,49.04,1.52,43.72
4404A,2026-02-15 11:00:00,225,143.61,166.07,21.35,43.73,1.94,54.8
4405A,2026-02-15 11:00:00,93,46.66,62.35,9.77,49.81,0.8,79.6
4406A,2026-02-15 11:00:00,117,62.16,80.89,12.35,38.51,2.34,113.06
4407A,2026-02-15 11:00:00,131,78.81,91.77,22.91,40.31,1.72,105.37
4408A,2026-02-15 11:00:00,193,114.36,150.5,16.66,39.49,2.09,73.56
4409A,2026-02-15 11:00:00,99,59.91,76.32,20.39,29.87,1.0,53.05
4401B,2026-02-15 11:00:00,117,76.82,91.43,8.45,39.61,2.5,49.46
4402B,2026-02-15 11:00:00,56,26.82,29.93,8.85,47.49,1.3,57.85
4403B,2026-02-15 11:00:00,179,112.84,154.49,11.16,18.43,0.83,116.03
4404B,2026-02-15 11:00:00,205,125.2,155.2,21.93,19.21,2.05,107.55
4405B,2026-02-15 11:00:00,38,26.77,25.26,20.77,38.0,0.99,63.89
4406B,2026-02-15 11:00:00,215,131.44,166.04,19.95,44.52,1.68,111.4
5101A,2026-02-15 11:00:00,39,29.51,24.57,15.68,49.02,2.04,106.36
5102A,2026-02-15 11:00:00,61,37.33,42.28,21.87,44.61,2.46,82.73
5103A,2026-02-15 11:00:00,121,62.92,87.49,22.92,32.31,1.35,44.51
5104A,2026-02-15 11:00:00,67,32.24,43.28,17.17,32.68,1.56,95.5
5105A,2026-02-15 11:00:00,151,89.14,108.07,17.01,25.05,1.48,57.05
5106A,2026-02-15 11:00:00,126,81.5,108.28,17.62,16.71,1.21,70.16
5107A,2026-02-15 11:00:00,132,89.06,102.07,13.13,42.85,1.88,117.64
1101A,2026-02-15 12:00:00,178,114.29,147.46,6.1,16.61,0.54,34.93
1102A,2026-02-15 12:00:00,96,56.71,63.9,21.66,20.09,1.08,75.49
1103A,2026-02-15 12:00:00,143,92.94,107.58,17.68,32.21,1.03,29.51
1104A,2026-02-15 12:00:00,89,49.75,64.28,21.74,37.13,1.51,93.87
1105A,2026-02-15 12:00:00,206,120.12,160.02,13.87,34.96,1.91,94.79
1106A,2026-02-15 12:00:00,76,37.1,74.36,7.89,18.23,0.61,94.83
1107A,2026-02-15 12:00:00,161,105.15,140.16,19.84,31.71,0.74,102.28
1108A,2026-02-15 12:00:00,70,36.86,44.81,6.83,39.33,1.77,63.62
1109A,2026-02-15 12:00:00,152,91.82,111.98,5.96,32.75,1.59,35.15
1201A,2026-02-15 12:00:00,192,105.31,144.44,6.77,26.14,2.48,21.93
1202A,2026-02-15 12:00:00,130,73.81,112.58,20.57,38.19,1.43,20.69
1203A,2026-02-15 12:00:00,115,75.14,86.48,24.32,16.44,2.46,59.45
1204A,2026-02-15 12:00:00,84,56.95,73.15,29.88,45.16,1.67,31.55
4401A,2026-02-15 12:00:00,197,122.81,167.79,26.05,23.85,0.86,87.25
4402A,2026-02-15 12:00:00,191,106.9,163.52,15.75,37.74,2.01,84.87
4403A,2026-02-15 12:00:00,172,108.39,143.67,7.03,33.84,2.15,47.15
4404A,2026-02-15 12:00:00,141,82.57,122.39,12.43,39.85,0.59,111.9
4405A,2026-02-15 12:00:00,201,117.08,158.56,7.27,17.6,1.96,73.01
4406A,2026-02-15 12:00:00,105,60.18,71.5,10.52,27.7,1.28,107.17
4407A,2026-02-15 12:00:00,91,47.92,67.44,19.72,44.48,0.56,105.07
4408A,2026-02-15 12:00:00,156,99.67,131.19,18.11,36.02,2.08,58.96
4409A,2026-02-15 12:00:00,91,47.79,84.02,8.23,21.44,1.28,77.96
4401B,2026-02-15 12:00:00,70,44.92,49.94,11.52,29.03,1.37,25.23
4402B,2026-02-15 12:00:00,193,115.49,158.98,20.02,45.51,1.18,100.68
4403B,2026-02-15 12:00:00,130,76.53,102.37,12.29,29.82,0.5,22.5
4404B,2026-02-15 12:00:00,206,119.68,162.5,13.65,31.92,1.82,102.56
4405B,2026-02-15 12:00:00,171,111.38,134.49,27.35,19.43,2.18,53.22
4406B,2026-02-15 12:00:00,120,66.23,105.06,24.06,31.09,0.93,115.86
5101A,2026-02-15 12:00:00,230,146.14,183.31,28.8,28.64,2.22,55.21
5102A,2026-02-15 12:00:00,208,122.7,179.65,9.44,41.62,1.35,26.87
5103A,2026-02-15 12:00:00,39,32.3,45.92,6.91,24.65,1.7,59.2
5104A,2026-02-15 12:00:00,137,76.98,95.74,14.39,31.65,1.83,55.06
5105A,2026-02-15 12:00:00,106,68.2,79.62,28.73,28.16,2.48,34.14
5106A,2026-02-15 12:00:00,63,31.66,47.88,13.74,19.11,0.79,110.82
5107A,2026-02-15 12:00:00,59,25.8,46.43,20.35,24.69,1.15,102.77
1101A,2026-02-15 13:00:00,177,96.59,150.33,28.73,31.11,1.18,28.24
1102A,2026-02-15 13:00:00,44,27.39,22.69,18.0,34.96,1.59,74.51
1103A,2026-02-15 13:00:00,189,114.62,142.1,15.75,31.06,0.88,56.02
1104A,2026-02-15 13:00:00,91,55.17,66.18,19.31,48.95,2.01,111.04
1105A,2026-02-15 13:00:00,216,127.52,170.24,10.97,39.12,1.37,79.76
1106A,2026-02-15 13:00:00,137,83.13,106.58,27.97,40.59,1.23,86.03
1107A,2026-02-15 13:00:00,51,40.19,48.01,27.64,25.08,1.94,30.36
1108A,2026-02-15 13:00:00,188,117.76,147.73,9.18,48.98,2.26,117.05
1109A,2026-02-15 13:00:00,73,47.89,49.94,18.94,43.53,1.96,25.76
1201A,2026-02-15 13:00:00,221,135.76,164.42,20.06,46.45,1.51,93.63
1202A,2026-02-15 13:00:00,229,145.3,197.39,13.59,29.38,1.63,93.5
1203A,2026-02-15 13:00:00,169,98.95,129.15,25.53,33.41,1.78,52.87
1204A,2026-02-15 13:00:00,77,44.21,62.14,13.84,43.36,0.72,20.28
4401A,2026-02-15 13:00:00,172,105.16,136.92,21.39,19.45,1.4,53.55
4402A,2026-02-15 13:00:00,207,115.6,164.19,27.95,25.22,1.46,72.78
4403A,2026-02-15 13:00:00,51,31.55,42.15,22.67,41.43,0.84,110.78
4404A,2026-02-15 13:00:00,223,130.5,165.0,7.7,43.44,0.96,42.17
4405A,2026-02-15 13:00:00,61,46.56,41.42,27.47,32.78,2.12,31.34
4406A,2026-02-15 13:00:00,112,67.88,94.14,20.26,17.09,0.66,57.52
4407A,2026-02-15 13:00:00,112,60.2,86.62,15.66,16.63,1.82,70.14
4408A,2026-02-15 13:00:00,104,55.06,88.38,16.01,37.25,1.58,21.15
4409A,2026-02-15 13:00:00,45,29.82,29.29,18.17,33.37,1.27,42.1
4401B,2026-02-15 13:00:00,147,96.82,120.38,11.37,20.24,1.81,30.59
4402B,2026-02-15 13:00:00,172,100.84,143.75,9.97,44.43,1.83,46.17
4403B,2026-02-15 13:00:00,140,79.96,114.45,7.51,46.63,0.96,106.16
4404B,2026-02-15 13:00:00,215,138.35,168.08,10.44,16.93,1.63,92.35
4405B,2026-02-15 13:00:00,80,41.86,56.12,12.29,49.79,2.36,93.58
4406B,2026-02-15 13:00:00,184,110.42,159.99,20.8,16.27,1.76,53.29
5101A,2026-02-15 13:00:00,51,25.1,37.72,17.0,37.71,2.32,111.36
5102A,2026-02-15 13:00:00,108,61.97,74.62,24.69,23.02,0.89,91.95
5103A,2026-02-15 13:00:00,86,59.66,63.14,15.58,23.42,1.43,70.25
5104A,2026-02-15 13:00:00,104,64.54,81.9,6.07,18.34,2.14,118.29
5105A,2026-02-15 13:00:00,38,21.61,25.39,21.93,42.36,2.19,93.89
5106A,2026-02-15 13:00:00,141,78.48,113.14,6.92,28.49,2.2,104.48
5107A,2026-02-15 13:00:00,155,87.1,126.19,29.77,38.97,2.35,38.75
1101A,2026-02-15 14:00:00,123,67.63,109.47,29.46,36.08,0.52,98.63
1102A,2026-02-15 14:00:00,163,97.67,131.43,12.81,37.48,1.72,69.57
1103A,2026-02-15 14:00:00,150,82.71,113.25,27.3,20.31,1.16,87.73
1104A,2026-02-15 14:00:00,46,34.88,46.96,16.19,19.91,0.72,32.11
1105A,2026-02-15 14:00:00,208,133.47,174.54,29.32,40.36,2.39,63.41
1106A,2026-02-15 14:00:00,200,110.12,150.49,5.23,24.03,0.88,99.96
1107A,2026-02-15 14:00:00,117,64.4,101.91,9.7,38.2,0.9,109.04
1108A,2026-02-15 14:00:00,163,102.37,135.09,16.4,39.71,0.5,37.38
1109A,2026-02-15 14:00:00,80,50.66,72.97,12.16,39.1,1.44,53.9
1201A,2026-02-15 14:00:00,162,94.7,132.45,20.0,37.46,1.6,74.63
1202A,2026-02-15 14:00:00,152,86.39,121.61,6.3,41.61,0.5,42.09
1203A,2026-02-15 14:00:00,97,48.75,70.35,19.79,23.37,2.02,60.5
1204A,2026-02-15 14:00:00,120,76.59,106.49,28.36,20.54,1.15,98.66
4401A,2026-02-15 14:00:00,205,127.34,149.83,18.94,19.04,2.04,68.8
4402A,2026-02-15 14:00:00,170,97.07,126.63,15.57,33.2,1.32,43.69
4403A,2026-02-15 14:00:00,147,84.13,118.99,25.0,21.67,1.72,46.62
4404A,2026-02-15 14:00:00,222,134.02,180.01,24.7,40.41,2.33,54.68
4405A,2026-02-15 14:00:00,68,46.18,58.72,17.65,46.87,0.69,98.46
4406A,2026-02-15 14:00:00,100,69.61,72.79,27.91,17.2,1.72,98.97
4407A,2026-02-15 14:00:00,122,73.85,103.59,25.33,19.94,2.47,72.55
4408A,2026-02-15 14:00:00,212,132.11,172.47,24.84,41.34,0.68,107.93
4409A,2026-02-15 14:00:00,86,51.8,62.03,10.14,40.81,2.27,111.48
4401B,2026-02-15 14:00:00,92,53.31,67.63,8.46,37.7,1.4,82.93
4402B,2026-02-15 14:00:00,181,117.7,133.55,21.76,18.45,1.14,105.63
4403B,2026-02-15 14:00:00,168,100.28,128.25,13.07,29.18,2.45,86.04
4404B,2026-02-15 14:00:00,133,76.59,93.79,17.28,47.05,1.35,108.63
4405B,2026-02-15 14:00:00,103,58.83,92.38,22.79,37.68,2.19,51.02
